"Realtime Throughput",
"2022-05-12T07:23:09.545 UTC",0,"2022-05-12T07:23:09.545 UTC",321.22754,"2022-05-12T07:23:09.545 UTC",321.22754,
"2022-05-12T07:23:10.754 UTC",0,"2022-05-12T07:23:10.754 UTC",0,"2022-05-12T07:23:10.754 UTC",0,
"2022-05-12T07:23:12.999 UTC",70.68518,"2022-05-12T07:23:12.999 UTC",0,"2022-05-12T07:23:12.999 UTC",70.68518,
"2022-05-12T07:23:14.224 UTC",276.33506,"2022-05-12T07:23:14.224 UTC",0,"2022-05-12T07:23:14.224 UTC",276.33506,
"2022-05-12T07:23:15.517 UTC",262.58847,"2022-05-12T07:23:15.517 UTC",0,"2022-05-12T07:23:15.517 UTC",262.58847,
"2022-05-12T07:23:16.843 UTC",256.88817,"2022-05-12T07:23:16.843 UTC",0,"2022-05-12T07:23:16.843 UTC",256.88817,
"2022-05-12T07:23:18.246 UTC",254.65103,"2022-05-12T07:23:18.246 UTC",0,"2022-05-12T07:23:18.246 UTC",254.65103,
"2022-05-12T07:23:19.434 UTC",238.25997,"2022-05-12T07:23:19.434 UTC",0,"2022-05-12T07:23:19.434 UTC",238.25997,
"2022-05-12T07:23:20.632 UTC",249.55251,"2022-05-12T07:23:20.632 UTC",0,"2022-05-12T07:23:20.632 UTC",249.55251,
"2022-05-12T07:23:21.942 UTC",268.10828,"2022-05-12T07:23:21.942 UTC",0,"2022-05-12T07:23:21.942 UTC",268.10828,
"2022-05-12T07:23:23.784 UTC",275.59955,"2022-05-12T07:23:23.784 UTC",0,"2022-05-12T07:23:23.784 UTC",275.59955,
"2022-05-12T07:23:24.972 UTC",266.96808,"2022-05-12T07:23:24.972 UTC",0,"2022-05-12T07:23:24.972 UTC",266.96808,
"2022-05-12T07:23:26.221 UTC",263.38439,"2022-05-12T07:23:26.221 UTC",0,"2022-05-12T07:23:26.221 UTC",263.38439,
"2022-05-12T07:23:27.454 UTC",257.09785,"2022-05-12T07:23:27.454 UTC",0,"2022-05-12T07:23:27.454 UTC",257.09785,
"2022-05-12T07:23:29.731 UTC",257.09785,"2022-05-12T07:23:29.731 UTC",0,"2022-05-12T07:23:29.731 UTC",257.09785,
"2022-05-12T07:23:30.924 UTC",258.19795,"2022-05-12T07:23:30.924 UTC",0,"2022-05-12T07:23:30.924 UTC",258.19795,
"2022-05-12T07:23:32.404 UTC",0,"2022-05-12T07:23:32.404 UTC",0,"2022-05-12T07:23:32.404 UTC",0,
"2022-05-12T07:23:33.617 UTC",0,"2022-05-12T07:23:33.617 UTC",0,"2022-05-12T07:23:33.617 UTC",0,
"2022-05-12T07:23:35.552 UTC",0,"2022-05-12T07:23:35.552 UTC",110.04081,"2022-05-12T07:23:35.552 UTC",110.04081,
"2022-05-12T07:23:36.765 UTC",0,"2022-05-12T07:23:36.765 UTC",230.98764,"2022-05-12T07:23:36.765 UTC",230.98764,
"2022-05-12T07:23:37.962 UTC",0,"2022-05-12T07:23:37.962 UTC",229.08061,"2022-05-12T07:23:37.962 UTC",229.08061,
"2022-05-12T07:23:39.448 UTC",0,"2022-05-12T07:23:39.448 UTC",232.85582,"2022-05-12T07:23:39.448 UTC",232.85582,
"2022-05-12T07:23:41.001 UTC",0,"2022-05-12T07:23:41.001 UTC",242.09394,"2022-05-12T07:23:41.001 UTC",242.09394,
"2022-05-12T07:23:42.256 UTC",0,"2022-05-12T07:23:42.256 UTC",244.07007,"2022-05-12T07:23:42.256 UTC",244.07007,
"2022-05-12T07:23:43.475 UTC",0,"2022-05-12T07:23:43.475 UTC",241.70712,"2022-05-12T07:23:43.475 UTC",241.70712,
"2022-05-12T07:23:44.685 UTC",0,"2022-05-12T07:23:44.685 UTC",239.80721,"2022-05-12T07:23:44.685 UTC",239.80721,
"2022-05-12T07:23:46.866 UTC",0,"2022-05-12T07:23:46.866 UTC",242.93714,"2022-05-12T07:23:46.866 UTC",242.93714,
"2022-05-12T07:23:48.175 UTC",0,"2022-05-12T07:23:48.175 UTC",249.81406,"2022-05-12T07:23:48.175 UTC",249.81406,
"2022-05-12T07:23:50.016 UTC",0,"2022-05-12T07:23:50.016 UTC",250.23407,"2022-05-12T07:23:50.016 UTC",250.23407,
"2022-05-12T07:23:51.762 UTC",0,"2022-05-12T07:23:51.762 UTC",244.93526,"2022-05-12T07:23:51.762 UTC",244.93526,
"2022-05-12T07:23:52.979 UTC",0,"2022-05-12T07:23:52.979 UTC",237.64496,"2022-05-12T07:23:52.979 UTC",237.64496,
"2022-05-12T07:23:54.582 UTC",0,"2022-05-12T07:23:54.582 UTC",0,"2022-05-12T07:23:54.582 UTC",0,
"2022-05-12T07:23:55.899 UTC",0,"2022-05-12T07:23:55.899 UTC",0,"2022-05-12T07:23:55.899 UTC",0,
"2022-05-12T07:23:57.465 UTC",17.28336,"2022-05-12T07:23:57.465 UTC",0,"2022-05-12T07:23:57.465 UTC",17.28336,
"2022-05-12T07:23:58.628 UTC",126.73856,"2022-05-12T07:23:58.628 UTC",0,"2022-05-12T07:23:58.628 UTC",126.73856,
"2022-05-12T07:23:59.815 UTC",136.09175,"2022-05-12T07:23:59.815 UTC",0,"2022-05-12T07:23:59.815 UTC",136.09175,
"2022-05-12T07:24:01.036 UTC",140.06806,"2022-05-12T07:24:01.036 UTC",0,"2022-05-12T07:24:01.036 UTC",140.06806,
"2022-05-12T07:24:02.861 UTC",140.01318,"2022-05-12T07:24:02.861 UTC",0,"2022-05-12T07:24:02.861 UTC",140.01318,
"2022-05-12T07:24:04.041 UTC",143.71454,"2022-05-12T07:24:04.041 UTC",0,"2022-05-12T07:24:04.041 UTC",143.71454,
"2022-05-12T07:24:05.223 UTC",158.61921,"2022-05-12T07:24:05.223 UTC",0,"2022-05-12T07:24:05.223 UTC",158.61921,
"2022-05-12T07:24:06.451 UTC",161.53028,"2022-05-12T07:24:06.451 UTC",0,"2022-05-12T07:24:06.451 UTC",161.53028,
"2022-05-12T07:24:08.489 UTC",158.98976,"2022-05-12T07:24:08.489 UTC",0,"2022-05-12T07:24:08.489 UTC",158.98976,
"2022-05-12T07:24:09.718 UTC",160.21849,"2022-05-12T07:24:09.718 UTC",0,"2022-05-12T07:24:09.718 UTC",160.21849,
"2022-05-12T07:24:10.945 UTC",160.93212,"2022-05-12T07:24:10.945 UTC",0,"2022-05-12T07:24:10.945 UTC",160.93212,
"2022-05-12T07:24:12.178 UTC",161.61995,"2022-05-12T07:24:12.178 UTC",0,"2022-05-12T07:24:12.178 UTC",161.61995,
"2022-05-12T07:24:14.747 UTC",157.50893,"2022-05-12T07:24:14.747 UTC",0,"2022-05-12T07:24:14.747 UTC",157.50893,
"2022-05-12T07:24:15.941 UTC",0,"2022-05-12T07:24:15.941 UTC",0,"2022-05-12T07:24:15.941 UTC",0,
"2022-05-12T07:24:17.296 UTC",0,"2022-05-12T07:24:17.296 UTC",32.4445,"2022-05-12T07:24:17.296 UTC",32.4445,
"2022-05-12T07:24:19.364 UTC",0,"2022-05-12T07:24:19.364 UTC",274.97781,"2022-05-12T07:24:19.364 UTC",274.97781,
"2022-05-12T07:24:20.568 UTC",0,"2022-05-12T07:24:20.568 UTC",358.25621,"2022-05-12T07:24:20.568 UTC",358.25621,
"2022-05-12T07:24:21.754 UTC",0,"2022-05-12T07:24:21.754 UTC",334.54713,"2022-05-12T07:24:21.754 UTC",334.54713,
"2022-05-12T07:24:22.953 UTC",0,"2022-05-12T07:24:22.953 UTC",329.83938,"2022-05-12T07:24:22.953 UTC",329.83938,
"2022-05-12T07:24:24.621 UTC",0,"2022-05-12T07:24:24.621 UTC",330.08188,"2022-05-12T07:24:24.621 UTC",330.08188,
"2022-05-12T07:24:25.880 UTC",0,"2022-05-12T07:24:25.880 UTC",330.89593,"2022-05-12T07:24:25.880 UTC",330.89593,
"2022-05-12T07:24:27.080 UTC",0,"2022-05-12T07:24:27.080 UTC",330.87444,"2022-05-12T07:24:27.080 UTC",330.87444,
"2022-05-12T07:24:28.254 UTC",0,"2022-05-12T07:24:28.254 UTC",328.64094,"2022-05-12T07:24:28.254 UTC",328.64094,
"2022-05-12T07:24:29.967 UTC",0,"2022-05-12T07:24:29.967 UTC",333.32631,"2022-05-12T07:24:29.967 UTC",333.32631,
"2022-05-12T07:24:31.170 UTC",0,"2022-05-12T07:24:31.170 UTC",326.95122,"2022-05-12T07:24:31.170 UTC",326.95122,
"2022-05-12T07:24:32.353 UTC",0,"2022-05-12T07:24:32.353 UTC",327.7641,"2022-05-12T07:24:32.353 UTC",327.7641,
"2022-05-12T07:24:35.174 UTC",0,"2022-05-12T07:24:35.174 UTC",329.00938,"2022-05-12T07:24:35.174 UTC",329.00938,
"2022-05-12T07:24:36.336 UTC",0,"2022-05-12T07:24:36.336 UTC",0,"2022-05-12T07:24:36.336 UTC",0,
"2022-05-12T07:24:37.563 UTC",205.83034,"2022-05-12T07:24:37.563 UTC",0,"2022-05-12T07:24:37.563 UTC",205.83034,
"2022-05-12T07:24:38.846 UTC",331.05235,"2022-05-12T07:24:38.846 UTC",0,"2022-05-12T07:24:38.846 UTC",331.05235,
"2022-05-12T07:24:41.198 UTC",354.65595,"2022-05-12T07:24:41.198 UTC",0,"2022-05-12T07:24:41.198 UTC",354.65595,
"2022-05-12T07:24:42.430 UTC",377.11646,"2022-05-12T07:24:42.430 UTC",0,"2022-05-12T07:24:42.430 UTC",377.11646,
"2022-05-12T07:24:43.610 UTC",348.28938,"2022-05-12T07:24:43.610 UTC",0,"2022-05-12T07:24:43.610 UTC",348.28938,
"2022-05-12T07:24:44.811 UTC",345.99816,"2022-05-12T07:24:44.811 UTC",0,"2022-05-12T07:24:44.811 UTC",345.99816,
"2022-05-12T07:24:46.846 UTC",345.99816,"2022-05-12T07:24:46.846 UTC",0,"2022-05-12T07:24:46.846 UTC",345.99816,
"2022-05-12T07:24:48.153 UTC",368.59276,"2022-05-12T07:24:48.153 UTC",0,"2022-05-12T07:24:48.153 UTC",368.59276,
"2022-05-12T07:24:49.438 UTC",366.2457,"2022-05-12T07:24:49.438 UTC",0,"2022-05-12T07:24:49.438 UTC",366.2457,
"2022-05-12T07:24:50.665 UTC",366.29462,"2022-05-12T07:24:50.665 UTC",0,"2022-05-12T07:24:50.665 UTC",366.29462,
"2022-05-12T07:24:52.542 UTC",364.04251,"2022-05-12T07:24:52.542 UTC",0,"2022-05-12T07:24:52.542 UTC",364.04251,
"2022-05-12T07:24:53.738 UTC",337.39203,"2022-05-12T07:24:53.738 UTC",0,"2022-05-12T07:24:53.738 UTC",337.39203,
"2022-05-12T07:24:55.077 UTC",324.41935,"2022-05-12T07:24:55.077 UTC",0,"2022-05-12T07:24:55.077 UTC",324.41935,
"2022-05-12T07:24:56.866 UTC",292.99955,"2022-05-12T07:24:56.866 UTC",0,"2022-05-12T07:24:56.866 UTC",292.99955,
"2022-05-12T07:24:59.355 UTC",0,"2022-05-12T07:24:59.355 UTC",0,"2022-05-12T07:24:59.355 UTC",0,
"2022-05-12T07:25:00.618 UTC",0,"2022-05-12T07:25:00.618 UTC",137.33365,"2022-05-12T07:25:00.618 UTC",137.33365,
"2022-05-12T07:25:01.848 UTC",0,"2022-05-12T07:25:01.848 UTC",226.4759,"2022-05-12T07:25:01.848 UTC",226.4759,
"2022-05-12T07:25:04.465 UTC",0,"2022-05-12T07:25:04.465 UTC",267.23512,"2022-05-12T07:25:04.465 UTC",267.23512,
"2022-05-12T07:25:05.756 UTC",0,"2022-05-12T07:25:05.756 UTC",282.24707,"2022-05-12T07:25:05.756 UTC",282.24707,
"2022-05-12T07:25:07.131 UTC",0,"2022-05-12T07:25:07.131 UTC",281.15978,"2022-05-12T07:25:07.131 UTC",281.15978,
"2022-05-12T07:25:08.409 UTC",0,"2022-05-12T07:25:08.409 UTC",299.34951,"2022-05-12T07:25:08.409 UTC",299.34951,
"2022-05-12T07:25:09.596 UTC",0,"2022-05-12T07:25:09.596 UTC",302.30876,"2022-05-12T07:25:09.596 UTC",302.30876,
"2022-05-12T07:25:10.873 UTC",0,"2022-05-12T07:25:10.873 UTC",300.33049,"2022-05-12T07:25:10.873 UTC",300.33049,
"2022-05-12T07:25:12.267 UTC",0,"2022-05-12T07:25:12.267 UTC",304.09328,"2022-05-12T07:25:12.267 UTC",304.09328,
"2022-05-12T07:25:13.489 UTC",0,"2022-05-12T07:25:13.489 UTC",299.3329,"2022-05-12T07:25:13.489 UTC",299.3329,
"2022-05-12T07:25:14.998 UTC",0,"2022-05-12T07:25:14.998 UTC",299.3329,"2022-05-12T07:25:14.998 UTC",299.3329,
"2022-05-12T07:25:16.265 UTC",0,"2022-05-12T07:25:16.265 UTC",282.95399,"2022-05-12T07:25:16.265 UTC",282.95399,
"2022-05-12T07:25:17.758 UTC",0,"2022-05-12T07:25:17.758 UTC",0,"2022-05-12T07:25:17.758 UTC",0,
"2022-05-12T07:25:18.950 UTC",0,"2022-05-12T07:25:18.950 UTC",0,"2022-05-12T07:25:18.950 UTC",0,
"2022-05-12T07:25:20.641 UTC",125.27461,"2022-05-12T07:25:20.641 UTC",0,"2022-05-12T07:25:20.641 UTC",125.27461,
"2022-05-12T07:25:21.982 UTC",202.6723,"2022-05-12T07:25:21.982 UTC",0,"2022-05-12T07:25:21.982 UTC",202.6723,
"2022-05-12T07:25:23.310 UTC",216.33361,"2022-05-12T07:25:23.310 UTC",0,"2022-05-12T07:25:23.310 UTC",216.33361,
"2022-05-12T07:25:24.565 UTC",220.78964,"2022-05-12T07:25:24.565 UTC",0,"2022-05-12T07:25:24.565 UTC",220.78964,
"2022-05-12T07:25:26.001 UTC",218.65104,"2022-05-12T07:25:26.001 UTC",0,"2022-05-12T07:25:26.001 UTC",218.65104,
"2022-05-12T07:25:27.206 UTC",197.15,"2022-05-12T07:25:27.206 UTC",0,"2022-05-12T07:25:27.206 UTC",197.15,
"2022-05-12T07:25:28.512 UTC",179.57814,"2022-05-12T07:25:28.512 UTC",0,"2022-05-12T07:25:28.512 UTC",179.57814,
"2022-05-12T07:25:29.708 UTC",192.67115,"2022-05-12T07:25:29.708 UTC",0,"2022-05-12T07:25:29.708 UTC",192.67115,
"2022-05-12T07:25:31.382 UTC",194.33978,"2022-05-12T07:25:31.382 UTC",0,"2022-05-12T07:25:31.382 UTC",194.33978,
"2022-05-12T07:25:32.666 UTC",164.03356,"2022-05-12T07:25:32.666 UTC",0,"2022-05-12T07:25:32.666 UTC",164.03356,
"2022-05-12T07:25:33.960 UTC",170.35781,"2022-05-12T07:25:33.960 UTC",0,"2022-05-12T07:25:33.960 UTC",170.35781,
"2022-05-12T07:25:35.166 UTC",182.40203,"2022-05-12T07:25:35.166 UTC",0,"2022-05-12T07:25:35.166 UTC",182.40203,
"2022-05-12T07:25:37.171 UTC",195.3021,"2022-05-12T07:25:37.171 UTC",0,"2022-05-12T07:25:37.171 UTC",195.3021,
"2022-05-12T07:25:38.727 UTC",0,"2022-05-12T07:25:38.727 UTC",0,"2022-05-12T07:25:38.727 UTC",0,
"2022-05-12T07:25:40.338 UTC",0,"2022-05-12T07:25:40.338 UTC",0,"2022-05-12T07:25:40.338 UTC",0,
"2022-05-12T07:25:41.491 UTC",0,"2022-05-12T07:25:41.491 UTC",24.03172,"2022-05-12T07:25:41.491 UTC",24.03172,
"2022-05-12T07:25:43.836 UTC",0,"2022-05-12T07:25:43.836 UTC",304.96554,"2022-05-12T07:25:43.836 UTC",304.96554,
"2022-05-12T07:25:45.045 UTC",0,"2022-05-12T07:25:45.045 UTC",328.94267,"2022-05-12T07:25:45.045 UTC",328.94267,
"2022-05-12T07:25:46.274 UTC",0,"2022-05-12T07:25:46.274 UTC",343.90374,"2022-05-12T07:25:46.274 UTC",343.90374,
"2022-05-12T07:25:48.459 UTC",0,"2022-05-12T07:25:48.459 UTC",328.00531,"2022-05-12T07:25:48.459 UTC",328.00531,
"2022-05-12T07:25:49.672 UTC",0,"2022-05-12T07:25:49.672 UTC",328.81836,"2022-05-12T07:25:49.672 UTC",328.81836,
"2022-05-12T07:25:50.932 UTC",0,"2022-05-12T07:25:50.932 UTC",328.76996,"2022-05-12T07:25:50.932 UTC",328.76996,
"2022-05-12T07:25:52.189 UTC",0,"2022-05-12T07:25:52.189 UTC",329.56422,"2022-05-12T07:25:52.189 UTC",329.56422,
"2022-05-12T07:25:53.632 UTC",0,"2022-05-12T07:25:53.632 UTC",330.00565,"2022-05-12T07:25:53.632 UTC",330.00565,
"2022-05-12T07:25:54.975 UTC",0,"2022-05-12T07:25:54.975 UTC",324.46032,"2022-05-12T07:25:54.975 UTC",324.46032,
"2022-05-12T07:25:56.198 UTC",0,"2022-05-12T07:25:56.198 UTC",329.9249,"2022-05-12T07:25:56.198 UTC",329.9249,
"2022-05-12T07:25:58.836 UTC",0,"2022-05-12T07:25:58.836 UTC",327.51564,"2022-05-12T07:25:58.836 UTC",327.51564,
"2022-05-12T07:26:00.008 UTC",108.31739,"2022-05-12T07:26:00.008 UTC",0,"2022-05-12T07:26:00.008 UTC",108.31739,
"2022-05-12T07:26:01.283 UTC",356.53502,"2022-05-12T07:26:01.283 UTC",0,"2022-05-12T07:26:01.283 UTC",356.53502,
"2022-05-12T07:26:02.598 UTC",345.46134,"2022-05-12T07:26:02.598 UTC",0,"2022-05-12T07:26:02.598 UTC",345.46134,
"2022-05-12T07:26:04.494 UTC",345.5431,"2022-05-12T07:26:04.494 UTC",0,"2022-05-12T07:26:04.494 UTC",345.5431,
"2022-05-12T07:26:05.686 UTC",340.90782,"2022-05-12T07:26:05.686 UTC",0,"2022-05-12T07:26:05.686 UTC",340.90782,
"2022-05-12T07:26:06.952 UTC",336.41343,"2022-05-12T07:26:06.952 UTC",0,"2022-05-12T07:26:06.952 UTC",336.41343,
"2022-05-12T07:26:08.275 UTC",349.07154,"2022-05-12T07:26:08.275 UTC",0,"2022-05-12T07:26:08.275 UTC",349.07154,
"2022-05-12T07:26:10.231 UTC",347.36267,"2022-05-12T07:26:10.231 UTC",0,"2022-05-12T07:26:10.231 UTC",347.36267,
"2022-05-12T07:26:11.459 UTC",368.76981,"2022-05-12T07:26:11.459 UTC",0,"2022-05-12T07:26:11.459 UTC",368.76981,
"2022-05-12T07:26:12.771 UTC",368.00036,"2022-05-12T07:26:12.771 UTC",0,"2022-05-12T07:26:12.771 UTC",368.00036,
"2022-05-12T07:26:14.042 UTC",364.87761,"2022-05-12T07:26:14.042 UTC",0,"2022-05-12T07:26:14.042 UTC",364.87761,
"2022-05-12T07:26:16.181 UTC",362.03851,"2022-05-12T07:26:16.181 UTC",0,"2022-05-12T07:26:16.181 UTC",362.03851,
"2022-05-12T07:26:17.464 UTC",352.19153,"2022-05-12T07:26:17.464 UTC",0,"2022-05-12T07:26:17.464 UTC",352.19153,
